sigma		mu		energy
0.29		1.58		3.79406
0.29		1.6		3.5756
0.29		1.62		3.97833
0.29		1.64		4.08729
0.29		1.66		4.31305
0.29		1.68		4.44876
0.29		1.7		4.92194
0.29		1.72		5.01598
0.29		1.74		5.48373
0.29		1.76		5.18742
0.29		1.78		5.75655
0.29		1.8		6.33035
0.29		1.82		6.41066
0.29		1.84		7.04312
0.29		1.86		6.92849
0.29		1.88		7.68644
0.29		1.9		7.47009
0.29		1.92		8.06781
0.29		1.94		8.55046
0.29		1.96		9.08617
0.29		1.98		9.16494
0.309		0		2.22675
0.309		0.02		2.44006
0.309		0.04		2.39858
0.309		0.06		2.25842
0.309		0.08		2.28565
0.309		0.1		2.32093
0.309		0.12		2.02411
0.309		0.14		2.08851
0.309		0.16		1.83125
0.309		0.18		1.79442
0.309		0.2		1.63108
0.309		0.22		1.42934
0.309		0.24		1.32148
0.309		0.26		1.07044
0.309		0.28		1.12392
0.309		0.3		0.87946
0.309		0.32		0.938859
0.309		0.34		0.896191
0.309		0.36		0.754198
0.309		0.38		0.810144
0.309		0.4		0.873392
0.309		0.42		0.898593
0.309		0.44		1.14509
0.309		0.46		0.980036
0.309		0.48		1.07244
0.309		0.5		1.11639
0.309		0.52		1.07676
0.309		0.54		1.40318
0.309		0.56		1.34973
0.309		0.58		1.33585
0.309		0.6		1.29138
0.309		0.62		1.40074
0.309		0.64		1.29164
0.309		0.66		1.41573
0.309		0.68		1.29112
0.309		0.7		1.33341
0.309		0.72		1.41517
0.309		0.74		1.45647
0.309		0.76		1.57093
0.309		0.78		1.38958
0.309		0.8		1.29552
0.309		0.82		1.28764
0.309		0.84		1.53706
0.309		0.86		1.23171
0.309		0.88		1.29951
0.309		0.9		1.44842
0.309		0.92		1.30318
0.309		0.94		1.20213
0.309		0.96		1.33006
0.309		0.98		1.2757
0.309		1		1.25144
0.309		1.02		1.40688
0.309		1.04		1.3794
0.309		1.06		1.32451
0.309		1.08		1.14763
0.309		1.1		1.0838
0.309		1.12		1.33614
0.309		1.14		1.37833
0.309		1.16		1.37808
0.309		1.18		1.45235
0.309		1.2		1.46722
0.309		1.22		1.43835
0.309		1.24		1.42388
0.309		1.26		1.49723
0.309		1.28		1.51891
0.309		1.3		1.65313
0.309		1.32		1.61174
0.309		1.34		1.7876
0.309		1.36		1.82113
0.309		1.38		1.87524
0.309		1.4		2.05117
0.309		1.42		2.15773
0.309		1.44		2.31788
0.309		1.46		2.22282
0.309		1.48		2.51298
0.309		1.5		2.61738
0.309		1.52		2.65936
0.309		1.54		2.98584
0.309		1.56		2.94836
0.309		1.58		3.01403
0.309		1.6		3.2418
0.309		1.62		3.60275
0.309		1.64		3.70754
0.309		1.66		4.02933
0.309		1.68		4.3655
0.309		1.7		4.64907
0.309		1.72		4.85924
0.309		1.74		4.91113
0.309		1.76		5.23028
0.309		1.78		5.49125
0.309		1.8		5.7161
0.309		1.82		6.31317
0.309		1.84		6.22976
0.309		1.86		6.90126
0.309		1.88		7.33585
0.309		1.9		7.47044
0.309		1.92		7.89004
0.309		1.94		8.5061
0.309		1.96		8.5652
0.309		1.98		9.09018
0.328		0		2.13221
0.328		0.02		2.32131
0.328		0.04		2.40734
0.328		0.06		1.99549
0.328		0.08		2.14011
0.328		0.1		2.08135
0.328		0.12		1.99886
0.328		0.14		1.6292
0.328		0.16		1.64327
0.328		0.18		1.6116
0.328		0.2		1.40056
0.328		0.22		1.32787
0.328		0.24		1.243
0.328		0.26		1.04268
0.328		0.28		0.964113
0.328		0.3		0.819462
0.328		0.32		0.787656
0.328		0.34		0.746648
0.328		0.36		0.79464
0.328		0.38		0.635769
0.328		0.4		0.583603
0.328		0.42		0.701241
0.328		0.44		0.743745
0.328		0.46		0.739504
0.328		0.48		0.745981
0.328		0.5		0.823796
0.328		0.52		0.672069
0.328		0.54		1.07072
0.328		0.56		0.984365
0.328		0.58		0.994986
0.328		0.6		1.25802
0.328		0.62		0.92012
0.328		0.64		0.993902
0.328		0.66		1.01786
0.328		0.68		1.16168
0.328		0.7		1.11337
0.328		0.72		0.992512
0.328		0.74		1.06588
0.328		0.76		1.24614
0.328		0.78		1.05579
0.328		0.8		1.13384
0.328		0.82		1.03843
0.328		0.84		1.09542
0.328		0.86		1.2655
0.328		0.88		1.02488
0.328		0.9		1.06897
0.328		0.92		1.17009
0.328		0.94		1.0991
0.328		0.96		1.14657
0.328		0.98		1.10215
0.328		1		1.06472
0.328		1.02		1.01447
0.328		1.04		1.0856
0.328		1.06		1.03039
0.328		1.08		1.12954
0.328		1.1		1.06387
0.328		1.12		1.05294
0.328		1.14		1.0872
0.328		1.16		0.997969
0.328		1.18		0.987432
0.328		1.2		1.14523
0.328		1.22		1.20082
0.328		1.24		1.2639
0.328		1.26		1.2493
0.328		1.28		1.32358
0.328		1.3		1.48727
0.328		1.32		1.26725
0.328		1.34		1.46804
0.328		1.36		1.60843
0.328		1.38		1.75331
0.328		1.4		1.62192
0.328		1.42		2.11029
0.328		1.44		2.04499
0.328		1.46		2.12691
0.328		1.48		2.21593
0.328		1.5		2.36251
0.328		1.52		2.44641
0.328		1.54		2.70256
0.328		1.56		2.70961
0.328		1.58		2.97789
0.328		1.6		3.10254
0.328		1.62		3.49307
0.328		1.64		3.64796
0.328		1.66		3.94907
0.328		1.68		3.90508
0.328		1.7		4.12407
0.328		1.72		4.54159
0.328		1.74		4.5136
0.328		1.76		5.0937
0.328		1.78		5.13492
0.328		1.8		5.74932
0.328		1.82		6.02545
0.328		1.84		6.34646
0.328		1.86		6.461
0.328		1.88		6.9087
0.328		1.9		7.13276
0.328		1.92		7.71132
0.328		1.94		7.93859
0.328		1.96		8.45173
0.328		1.98		9.14802
0.347		0		1.85499
0.347		0.02		1.93
0.347		0.04		2.03012
0.347		0.06		1.86366
0.347		0.08		1.62588
0.347		0.1		1.73749
0.347		0.12		1.63676
0.347		0.14		1.63343
0.347		0.16		1.44795
0.347		0.18		1.29541
0.347		0.2		1.3193
0.347		0.22		1.13745
0.347		0.24		1.21013
0.347		0.26		1.02287
0.347		0.28		0.892601
0.347		0.3		0.835387
0.347		0.32		0.698256
0.347		0.34		0.598306
0.347		0.36		0.608232
0.347		0.38		0.556391
0.347		0.4		0.557772
0.347		0.42		0.453709
0.347		0.44		0.398912
0.347		0.46		0.529189
0.347		0.48		0.502661
0.347		0.5		0.463532
0.347		0.52		0.581516
0.347		0.54		0.698941
0.347		0.56		0.595522
0.347		0.58		0.707983
0.347		0.6		0.722025
0.347		0.62		0.806786
0.347		0.64		0.801078
0.347		0.66		0.8871
0.347		0.68		0.926535
0.347		0.7		0.800334
0.347		0.72		0.897545
0.347		0.74		0.806407
0.347		0.76		0.901731
0.347		0.78		0.870384
0.347		0.8		0.81455
0.347		0.82		0.867065
0.347		0.84		0.85069
0.347		0.86		0.800586
0.347		0.88		0.844361
0.347		0.9		0.947081
0.347		0.92		0.856631
0.347		0.94		0.862582
0.347		0.96		0.882723
0.347		0.98		0.79253
0.347		1		0.83012
0.347		1.02		0.734156
0.347		1.04		0.708783
0.347		1.06		0.871671
0.347		1.08		0.695953
0.347		1.1		0.733197
0.347		1.12		0.812473
0.347		1.14		0.82713
0.347		1.16		0.86887
0.347		1.18		0.912501
0.347		1.2		0.867646
0.347		1.22		0.967005
0.347		1.24		1.02392
0.347		1.26		1.1345
0.347		1.28		1.12558
0.347		1.3		1.1183
0.347		1.32		1.23202
0.347		1.34		1.35354
0.347		1.36		1.3861
0.347		1.38		1.30997
0.347		1.4		1.54877
0.347		1.42		1.6851
0.347		1.44		1.78742
0.347		1.46		1.9617
0.347		1.48		2.02457
0.347		1.5		2.26812
0.347		1.52		2.38017
0.347		1.54		2.44324
0.347		1.56		2.65769
0.347		1.58		2.75975
0.347		1.6		2.9266
0.347		1.62		3.2855
0.347		1.64		3.50482
0.347		1.66		3.69712
0.347		1.68		3.86082
0.347		1.7		4.15418
0.347		1.72		4.29794
0.347		1.74		4.61427
0.347		1.76		4.84685
0.347		1.78		5.05338
0.347		1.8		5.63772
0.347		1.82		5.77169
0.347		1.84		6.11756
0.347		1.86		6.65562
0.347		1.88		6.7739
0.347		1.9		7.26835
0.347		1.92		7.54566
0.347		1.94		8.25995
0.347		1.96		8.2938
0.347		1.98		8.97795
0.366		0		1.66887
0.366		0.02		1.77767
0.366		0.04		1.6793
0.366		0.06		1.87913
0.366		0.08		1.78657
0.366		0.1		1.62622
0.366		0.12		1.58337
0.366		0.14		1.28041
0.366		0.16		1.34546
0.366		0.18		1.32509
0.366		0.2		1.16887
0.366		0.22		1.17952
0.366		0.24		0.990407
0.366		0.26		0.890067
0.366		0.28		0.771814
0.366		0.3		0.801167
0.366		0.32		0.675944
0.366		0.34		0.516951
0.366		0.36		0.483068
0.366		0.38		0.503582
0.366		0.4		0.414187
0.366		0.42		0.406319
0.366		0.44		0.331877
0.366		0.46		0.319605
0.366		0.48		0.399787
0.366		0.5		0.361269
0.366		0.52		0.357281
0.366		0.54		0.410282
0.366		0.56		0.530771
0.366		0.58		0.480565
0.366		0.6		0.392557
0.366		0.62		0.497408
0.366		0.64		0.558841
0.366		0.66		0.550607
0.366		0.68		0.554291
0.366		0.7		0.514363
0.366		0.72		0.554224
0.366		0.74		0.589608
0.366		0.76		0.616966
0.366		0.78		0.520414
0.366		0.8		0.531387
0.366		0.82		0.645309
0.366		0.84		0.639759
0.366		0.86		0.605987
0.366		0.88		0.738504
0.366		0.9		0.691894
0.366		0.92		0.592399
0.366		0.94		0.628047
0.366		0.96		0.606055
0.366		0.98		0.694091
0.366		1		0.605869
0.366		1.02		0.575862
0.366		1.04		0.553782
0.366		1.06		0.701043
0.366		1.08		0.666236
0.366		1.1		0.594177
0.366		1.12		0.702337
0.366		1.14		0.689064
0.366		1.16		0.689751
0.366		1.18		0.733633
0.366		1.2		0.79929
0.366		1.22		0.747977
0.366		1.24		0.869941
0.366		1.26		0.926244
0.366		1.28		0.858049
0.366		1.3		1.06359
0.366		1.32		1.10751
0.366		1.34		1.15812
0.366		1.36		1.25671
0.366		1.38		1.33759
0.366		1.4		1.37955
0.366		1.42		1.6013
0.366		1.44		1.70822
0.366		1.46		1.78323
0.366		1.48		1.9856
0.366		1.5		2.13168
0.366		1.52		2.07258
0.366		1.54		2.29305
0.366		1.56		2.58046
0.366		1.58		2.59651
0.366		1.6		2.92049
0.366		1.62		3.03503
0.366		1.64		3.44083
0.366		1.66		3.44375
0.366		1.68		3.574
0.366		1.7		3.94805
0.366		1.72		4.41534
0.366		1.74		4.62314
0.366		1.76		4.8737
0.366		1.78		5.22358
0.366		1.8		5.20289
0.366		1.82		5.81359
0.366		1.84		5.80853
0.366		1.86		6.60559
0.366		1.88		6.71999
0.366		1.9		6.94851
0.366		1.92		7.42329
0.366		1.94		7.97643
0.366		1.96		8.31419
0.366		1.98		8.77904
0.385		0		1.46863
0.385		0.02		1.66343
0.385		0.04		1.57072
0.385		0.06		1.45326
0.385		0.08		1.57534
0.385		0.1		1.3087
0.385		0.12		1.43079
0.385		0.14		1.36491
0.385		0.16		1.24315
0.385		0.18		1.18455
0.385		0.2		0.994611
0.385		0.22		1.01945
0.385		0.24		0.949583
0.385		0.26		0.813525
0.385		0.28		0.766542
0.385		0.3		0.728155
0.385		0.32		0.652895
0.385		0.34		0.453995
0.385		0.36		0.453636
0.385		0.38		0.379345
0.385		0.4		0.316247
0.385		0.42		0.343728
0.385		0.44		0.313891
0.385		0.46		0.293538
0.385		0.48		0.253025
0.385		0.5		0.242459
0.385		0.52		0.260616
0.385		0.54		0.322812
0.385		0.56		0.177499
0.385		0.58		0.294188
0.385		0.6		0.407935
0.385		0.62		0.318224
0.385		0.64		0.296002
0.385		0.66		0.284444
0.385		0.68		0.435665
0.385		0.7		0.394117
0.385		0.72		0.364776
0.385		0.74		0.410039
0.385		0.76		0.544138
0.385		0.78		0.436393
0.385		0.8		0.519655
0.385		0.82		0.459978
0.385		0.84		0.422303
0.385		0.86		0.493053
0.385		0.88		0.469352
0.385		0.9		0.493273
0.385		0.92		0.424451
0.385		0.94		0.470597
0.385		0.96		0.397294
0.385		0.98		0.388186
0.385		1		0.460283
0.385		1.02		0.441477
0.385		1.04		0.437372
0.385		1.06		0.448619
0.385		1.08		0.38225
0.385		1.1		0.472419
0.385		1.12		0.449194
0.385		1.14		0.594679
0.385		1.16		0.584206
0.385		1.18		0.569941
0.385		1.2		0.521638
0.385		1.22		0.664996
0.385		1.24		0.746137
0.385		1.26		0.791722
0.385		1.28		0.796701
0.385		1.3		0.951761
0.385		1.32		0.995745
0.385		1.34		0.968829
0.385		1.36		1.14274
0.385		1.38		1.23664
0.385		1.4		1.34965
0.385		1.42		1.5234
0.385		1.44		1.50316
0.385		1.46		1.69846
0.385		1.48		1.85875
0.385		1.5		2.023
0.385		1.52		2.04993
0.385		1.54		2.32218
0.385		1.56		2.41923
0.385		1.58		2.61355
0.385		1.6		2.84525
0.385		1.62		2.87324
0.385		1.64		3.04333
0.385		1.66		3.34233
0.385		1.68		3.77595
0.385		1.7		3.84997
0.385		1.72		4.04794
0.385		1.74		4.3282
0.385		1.76		4.80578
0.385		1.78		5.14627
0.385		1.8		5.25371
0.385		1.82		5.63564
0.385		1.84		5.92615
0.385		1.86		6.37519
0.385		1.88		6.75054
0.385		1.9		7.15227
0.385		1.92		7.6442
0.385		1.94		7.84928
0.385		1.96		8.34064
0.385		1.98		8.52243
0.404		0		1.5176
0.404		0.02		1.39523
0.404		0.04		1.40762
0.404		0.06		1.33868
0.404		0.08		1.37242
0.404		0.1		1.2386
0.404		0.12		1.28069
0.404		0.14		1.27915
0.404		0.16		1.07248
0.404		0.18		1.1034
0.404		0.2		0.966477
0.404		0.22		0.784154
0.404		0.24		0.884569
0.404		0.26		0.756621
0.404		0.28		0.729964
0.404		0.3		0.664664
0.404		0.32		0.544783
0.404		0.34		0.465809
0.404		0.36		0.451824
0.404		0.38		0.36633
0.404		0.4		0.340513
0.404		0.42		0.266588
0.404		0.44		0.233699
0.404		0.46		0.0566352
0.404		0.48		0.1844
0.404		0.5		0.200243
0.404		0.52		0.168112
0.404		0.54		0.0564059
0.404		0.56		0.129355
0.404		0.58		0.215361
0.404		0.6		0.147597
0.404		0.62		0.148161
0.404		0.64		0.201541
0.404		0.66		0.240524
0.404		0.68		0.243071
0.404		0.7		0.122822
0.404		0.72		0.196141
0.404		0.74		0.235592
0.404		0.76		0.208401
0.404		0.78		0.30181
0.404		0.8		0.254526
0.404		0.82		0.283452
0.404		0.84		0.272536
0.404		0.86		0.257494
0.404		0.88		0.206643
0.404		0.9		0.27283
0.404		0.92		0.317358
0.404		0.94		0.151061
0.404		0.96		0.285105
0.404		0.98		0.226215
0.404		1		0.326159
0.404		1.02		0.277647
0.404		1.04		0.333001
0.404		1.06		0.305818
0.404		1.08		0.356005
0.404		1.1		0.401734
0.404		1.12		0.383145
0.404		1.14		0.447856
0.404		1.16		0.406852
0.404		1.18		0.56992
0.404		1.2		0.521968
0.404		1.22		0.575222
0.404		1.24		0.608487
0.404		1.26		0.730546
0.404		1.28		0.744059
0.404		1.3		0.722963
0.404		1.32		0.913867
0.404		1.34		0.9319
0.404		1.36		1.03343
0.404		1.38		1.18711
0.404		1.4		1.25227
0.404		1.42		1.39312
0.404		1.44		1.50347
0.404		1.46		1.61018
0.404		1.48		1.73692
0.404		1.5		1.82157
0.404		1.52		1.97134
0.404		1.54		2.30712
0.404		1.56		2.49837
0.404		1.58		2.47931
0.404		1.6		2.88412
0.404		1.62		2.79395
0.404		1.64		3.2388
0.404		1.66		3.29929
0.404		1.68		3.73628
0.404		1.7		3.81873
0.404		1.72		4.05059
0.404		1.74		4.39413
0.404		1.76		4.83097
0.404		1.78		4.7858
0.404		1.8		5.14442
0.404		1.82		5.58127
0.404		1.84		6.28743
0.404		1.86		6.18932
0.404		1.88		6.84671
0.404		1.9		7.49284
0.404		1.92		7.56941
0.404		1.94		8.20181
0.404		1.96		8.24569
0.404		1.98		8.59301
0.423		0		1.13728
0.423		0.02		1.22301
0.423		0.04		1.29665
0.423		0.06		1.2351
0.423		0.08		1.00451
0.423		0.1		1.07932
0.423		0.12		1.17136
0.423		0.14		1.07966
0.423		0.16		0.963335
0.423		0.18		0.975425
0.423		0.2		0.834458
0.423		0.22		0.890971
0.423		0.24		0.746694
0.423		0.26		0.716366
0.423		0.28		0.63868
0.423		0.3		0.539295
0.423		0.32		0.458471
0.423		0.34		0.467616
0.423		0.36		0.394012
0.423		0.38		0.25023
0.423		0.4		0.319784
0.423		0.42		0.220661
0.423		0.44		0.210775
0.423		0.46		0.165586
0.423		0.48		0.11551
0.423		0.5		0.00401902
0.423		0.52		0.102185
0.423		0.54		0.102981
0.423		0.56		0.0334035
0.423		0.58		-0.0142207
0.423		0.6		0.108336
0.423		0.62		0.0188957
0.423		0.64		0.00903691
0.423		0.66		0.0623766
0.423		0.68		0.0922441
0.423		0.7		0.107275
0.423		0.72		0.0200313
0.423		0.74		0.0793456
0.423		0.76		0.0872629
0.423		0.78		0.10542
0.423		0.8		0.106602
0.423		0.82		0.0912451
0.423		0.84		0.160043
0.423		0.86		0.0572826
0.423		0.88		0.0647069
0.423		0.9		0.165708
0.423		0.92		0.132993
0.423		0.94		0.164812
0.423		0.96		0.171658
0.423		0.98		0.195497
0.423		1		0.173373
0.423		1.02		0.176034
0.423		1.04		0.268866
0.423		1.06		0.259771
0.423		1.08		0.257036
0.423		1.1		0.258833
0.423		1.12		0.310439
0.423		1.14		0.275005
0.423		1.16		0.328156
0.423		1.18		0.412998
0.423		1.2		0.401219
0.423		1.22		0.492519
0.423		1.24		0.52833
0.423		1.26		0.669901
0.423		1.28		0.636452
0.423		1.3		0.679501
0.423		1.32		0.818385
0.423		1.34		0.916858
0.423		1.36		1.00585
0.423		1.38		1.05298
0.423		1.4		1.22516
0.423		1.42		1.37149
0.423		1.44		1.35212
0.423		1.46		1.60442
0.423		1.48		1.75177
0.423		1.5		1.83634
0.423		1.52		2.02887
0.423		1.54		2.22622
0.423		1.56		2.31119
0.423		1.58		2.50044
0.423		1.6		2.78807
0.423		1.62		3.05086
0.423		1.64		3.16925
0.423		1.66		3.42648
0.423		1.68		3.52998
0.423		1.7		4.01283
0.423		1.72		4.25758
0.423		1.74		4.30147
0.423		1.76		4.66548
0.423		1.78		5.10271
0.423		1.8		5.31586
0.423		1.82		5.58537
0.423		1.84		6.32069
0.423		1.86		6.4297
0.423		1.88		6.88715
0.423		1.9		6.70339
0.423		1.92		7.411
0.423		1.94		7.70566
0.423		1.96		8.60014
0.423		1.98		9.02404
0.442		0		1.01411
0.442		0.02		0.970087
0.442		0.04		0.957033
0.442		0.06		0.899974
0.442		0.08		1.065
0.442		0.1		0.937958
0.442		0.12		0.963316
0.442		0.14		0.850833
0.442		0.16		0.86625
0.442		0.18		0.873561
0.442		0.2		0.74517
0.442		0.22		0.748281
0.442		0.24		0.656914
0.442		0.26		0.687056
0.442		0.28		0.621025
0.442		0.3		0.54257
0.442		0.32		0.449973
0.442		0.34		0.382777
0.442		0.36		0.373355
0.442		0.38		0.24132
0.442		0.4		0.185212
0.442		0.42		0.129589
0.442		0.44		0.121142
0.442		0.46		0.101447
0.442		0.48		0.102491
0.442		0.5		0.0312583
0.442		0.52		-0.0122544
0.442		0.54		-0.0662714
0.442		0.56		-0.0737379
0.442		0.58		-0.0870794
0.442		0.6		-0.123314
0.442		0.62		-0.063581
0.442		0.64		-0.0591557
0.442		0.66		-0.12492
0.442		0.68		-0.0171354
0.442		0.7		-0.0882646
0.442		0.72		-0.101334
0.442		0.74		-0.0799303
0.442		0.76		-0.153374
0.442		0.78		-0.0580946
0.442		0.8		-0.0114647
0.442		0.82		-0.043332
0.442		0.84		-0.0192088
0.442		0.86		0.0224493
0.442		0.88		0.0413719
0.442		0.9		0.0335359
0.442		0.92		0.00549036
0.442		0.94		0.0382533
0.442		0.96		0.0589179
0.442		0.98		0.0282032
0.442		1		0.0937374
0.442		1.02		0.106765
0.442		1.04		0.119189
0.442		1.06		0.163696
0.442		1.08		0.166664
0.442		1.1		0.164979
0.442		1.12		0.208174
0.442		1.14		0.287886
0.442		1.16		0.231755
0.442		1.18		0.349452
0.442		1.2		0.357859
0.442		1.22		0.40866
0.442		1.24		0.453822
0.442		1.26		0.55083
0.442		1.28		0.624895
0.442		1.3		0.652836
0.442		1.32		0.754759
0.442		1.34		0.825707
0.442		1.36		0.997696
0.442		1.38		1.01661
0.442		1.4		1.13529
0.442		1.42		1.22868
0.442		1.44		1.37151
0.442		1.46		1.57349
0.442		1.48		1.6789
0.442		1.5		1.82983
0.442		1.52		1.96466
0.442		1.54		2.17375
0.442		1.56		2.2934
0.442		1.58		2.48403
0.442		1.6		2.7567
0.442		1.62		2.90312
0.442		1.64		3.2551
0.442		1.66		3.47465
0.442		1.68		3.71744
0.442		1.7		3.96203
0.442		1.72		4.09559
0.442		1.74		4.41085
0.442		1.76		5.00882
0.442		1.78		5.1699
0.442		1.8		5.41297
0.442		1.82		5.58247
0.442		1.84		6.01136
0.442		1.86		6.40436
0.442		1.88		6.78776
0.442		1.9		7.1822
0.442		1.92		7.69965
0.442		1.94		8.15121
0.442		1.96		8.55542
0.442		1.98		9.26128
0.461		0		0.928668
0.461		0.02		1.02238
0.461		0.04		0.96913
0.461		0.06		0.869692
0.461		0.08		0.87936
0.461		0.1		0.793312
0.461		0.12		0.747776
0.461		0.14		0.778113
0.461		0.16		0.819941
0.461		0.18		0.829354
0.461		0.2		0.746482
0.461		0.22		0.681651
0.461		0.24		0.607244
0.461		0.26		0.602522
0.461		0.28		0.526059
0.461		0.3		0.466661
0.461		0.32		0.410303
0.461		0.34		0.382789
0.461		0.36		0.27971
0.461		0.38		0.249138
0.461		0.4		0.180563
0.461		0.42		0.148238
0.461		0.44		0.104505
0.461		0.46		0.0789793
0.461		0.48		0.031515
0.461		0.5		-0.0454267
0.461		0.52		-0.0288918
0.461		0.54		-0.0674103
0.461		0.56		-0.0940505
0.461		0.58		-0.142143
0.461		0.6		-0.120867
0.461		0.62		-0.167312
0.461		0.64		-0.132679
0.461		0.66		-0.215782
0.461		0.68		-0.159521
0.461		0.7		-0.114314
0.461		0.72		-0.110533
0.461		0.74		-0.134561
0.461		0.76		-0.156473
0.461		0.78		-0.16477
0.461		0.8		-0.127131
0.461		0.82		-0.0307106
0.461		0.84		-0.0891246
0.461		0.86		-0.122868
0.461		0.88		-0.0669205
0.461		0.9		-0.0847376
0.461		0.92		-0.101803
0.461		0.94		-0.0200042
0.461		0.96		-0.0420123
0.461		0.98		-0.0425712
0.461		1		0.0359023
0.461		1.02		-0.012092
0.461		1.04		0.0676068
0.461		1.06		0.0515605
0.461		1.08		0.0749531
0.461		1.1		0.109632
0.461		1.12		0.136821
0.461		1.14		0.186659
0.461		1.16		0.231565
0.461		1.18		0.266484
0.461		1.2		0.31008
0.461		1.22		0.407649
0.461		1.24		0.43938
0.461		1.26		0.512933
0.461		1.28		0.515955
0.461		1.3		0.640625
0.461		1.32		0.750875
0.461		1.34		0.804215
0.461		1.36		0.898549
0.461		1.38		0.991447
0.461		1.4		1.10177
0.461		1.42		1.30522
0.461		1.44		1.41276
0.461		1.46		1.49491
0.461		1.48		1.7191
0.461		1.5		1.85647
0.461		1.52		2.01088
0.461		1.54		2.1838
0.461		1.56		2.42328
0.461		1.58		2.48728
0.461		1.6		2.61129
0.461		1.62		2.99698
0.461		1.64		3.0482
0.461		1.66		3.35711
0.461		1.68		3.52154
0.461		1.7		4.18416
0.461		1.72		4.13165
0.461		1.74		4.51753
0.461		1.76		4.89931
0.461		1.78		4.86581
0.461		1.8		5.5659
0.461		1.82		5.60652
0.461		1.84		5.74711
0.461		1.86		6.54353
0.461		1.88		7.16913
0.461		1.9		7.37864
0.461		1.92		7.67637
0.461		1.94		8.35921
0.461		1.96		8.81196
0.461		1.98		9.26001
0.48		0		0.889399
0.48		0.02		0.794873
0.48		0.04		0.859669
0.48		0.06		0.813797
0.48		0.08		0.731099
0.48		0.1		0.858998
0.48		0.12		0.781947
0.48		0.14		0.692371
0.48		0.16		0.615803
0.48		0.18		0.633259
0.48		0.2		0.635385
0.48		0.22		0.577971
0.48		0.24		0.525937
0.48		0.26		0.462626
0.48		0.28		0.359501
0.48		0.3		0.334546
0.48		0.32		0.358739
0.48		0.34		0.304906
0.48		0.36		0.288513
0.48		0.38		0.177348
0.48		0.4		0.149776
0.48		0.42		0.110498
0.48		0.44		0.0587248
0.48		0.46		0.0437561
0.48		0.48		-0.0513034
0.48		0.5		-0.0494174
0.48		0.52		-0.101165
0.48		0.54		-0.0923488
0.48		0.56		-0.115753
0.48		0.58		-0.220359
0.48		0.6		-0.188189
0.48		0.62		-0.224795
0.48		0.64		-0.163939
0.48		0.66		-0.254669
0.48		0.68		-0.212691
0.48		0.7		-0.219572
0.48		0.72		-0.189027
0.48		0.74		-0.160544
0.48		0.76		-0.259983
0.48		0.78		-0.191401
0.48		0.8		-0.162622
0.48		0.82		-0.181662
0.48		0.84		-0.142503
0.48		0.86		-0.160148
0.48		0.88		-0.157335
0.48		0.9		-0.150654
0.48		0.92		-0.178128
0.48		0.94		-0.133141
0.48		0.96		-0.145598
0.48		0.98		-0.113332
0.48		1		-0.0809734
0.48		1.02		-0.0463444
0.48		1.04		-0.0373552
0.48		1.06		-0.0285706
0.48		1.08		0.0283569
0.48		1.1		0.0567049
0.48		1.12		0.115776
0.48		1.14		0.107521
0.48		1.16		0.166979
0.48		1.18		0.223569
0.48		1.2		0.300385
0.48		1.22		0.361675
0.48		1.24		0.349466
0.48		1.26		0.477608
0.48		1.28		0.545914
0.48		1.3		0.608099
0.48		1.32		0.754308
0.48		1.34		0.792912
0.48		1.36		0.891001
0.48		1.38		1.02127
0.48		1.4		1.10428
0.48		1.42		1.24414
0.48		1.44		1.32275
0.48		1.46		1.52136
0.48		1.48		1.59526
0.48		1.5		1.74345
0.48		1.52		1.90839
0.48		1.54		2.21127
0.48		1.56		2.24775
0.48		1.58		2.57869
0.48		1.6		2.77784
0.48		1.62		2.96133
0.48		1.64		3.17873
0.48		1.66		3.63353
0.48		1.68		3.78215
0.48		1.7		3.96169
0.48		1.72		4.17612
0.48		1.74		4.6501
0.48		1.76		4.77148
0.48		1.78		5.09196
0.48		1.8		5.54114
0.48		1.82		5.76639
0.48		1.84		6.33928
0.48		1.86		6.46307
0.48		1.88		7.31551
0.48		1.9		7.37092
0.48		1.92		7.52781
0.48		1.94		8.27967
0.48		1.96		8.83266
0.48		1.98		9.01989
0.499		0		0.665771
0.499		0.02		0.788125
0.499		0.04		0.746159
0.499		0.06		0.813257
0.499		0.08		0.663425
0.499		0.1		0.66601
0.499		0.12		0.629389
0.499		0.14		0.58333
0.499		0.16		0.651832
0.499		0.18		0.603139
0.499		0.2		0.555823
0.499		0.22		0.479856
0.499		0.24		0.495128
0.499		0.26		0.45916
0.499		0.28		0.446631
0.499		0.3		0.423683
0.499		0.32		0.313589
0.499		0.34		0.251374
0.499		0.36		0.217541
0.499		0.38		0.210607
0.499		0.4		0.107104
0.499		0.42		0.0662598
0.499		0.44		0.0494039
0.499		0.46		0.0178334
0.499		0.48		-0.0507947
0.499		0.5		-0.0913851
0.499		0.52		-0.10649
0.499		0.54		-0.133945
0.499		0.56		-0.16935
0.499		0.58		-0.1747
0.499		0.6		-0.25607
0.499		0.62		-0.22319
0.499		0.64		-0.280113
0.499		0.66		-0.279435
0.499		0.68		-0.267377
0.499		0.7		-0.308763
0.499		0.72		-0.298247
0.499		0.74		-0.292837
0.499		0.76		-0.300435
0.499		0.78		-0.300903
0.499		0.8		-0.285031
0.499		0.82		-0.264582
0.499		0.84		-0.313111
0.499		0.86		-0.278319
0.499		0.88		-0.306621
0.499		0.9		-0.242364
