sigma		mu		energy
1.715		0.78		4.56627
1.715		0.8		6.03325
1.715		0.82		4.87293
1.715		0.84		5.32348
1.715		0.86		5.67559
1.715		0.88		5.70287
1.715		0.9		5.69264
1.715		0.92		5.82744
1.715		0.94		6.42775
1.715		0.96		7.3742
1.715		0.98		7.44561
1.715		1		6.49122
1.715		1.02		7.47669
1.715		1.04		8.20316
1.715		1.06		9.05426
1.715		1.08		6.53503
1.715		1.1		7.96584
1.715		1.12		8.33221
1.715		1.14		9.20661
1.715		1.16		9.12038
1.715		1.18		8.29941
1.715		1.2		8.97464
1.715		1.22		7.72269
1.715		1.24		8.80646
1.715		1.26		9.57265
1.715		1.28		9.91683
1.715		1.3		11.9702
1.715		1.32		12.6483
1.715		1.34		11.1482
1.715		1.36		11.33
1.715		1.38		13.8678
1.715		1.4		13.8908
1.715		1.42		14.4454
1.715		1.44		15.6404
1.715		1.46		16.0275
1.715		1.48		15.7453
1.715		1.5		15.9144
1.715		1.52		16.7479
1.715		1.54		16.5291
1.715		1.56		15.862
1.715		1.58		19.8156
1.715		1.6		18.934
1.715		1.62		19.0915
1.715		1.64		20.7844
1.715		1.66		21.311
1.715		1.68		21.1957
1.715		1.7		24.6727
1.715		1.72		21.6312
1.715		1.74		22.4859
1.715		1.76		24.0722
1.715		1.78		26.1108
1.715		1.8		28.9865
1.715		1.82		26.6362
1.715		1.84		25.67
1.715		1.86		28.8766
1.715		1.88		27.5941
1.715		1.9		33.5558
1.715		1.92		34.3779
1.715		1.94		32.4971
1.715		1.96		34.1123
1.715		1.98		36.0239
1.734		0		3.63372
1.734		0.02		3.06851
1.734		0.04		2.77566
1.734		0.06		2.48565
1.734		0.08		2.55778
1.734		0.1		4.19839
1.734		0.12		3.41694
1.734		0.14		3.38308
1.734		0.16		3.18768
1.734		0.18		2.94784
1.734		0.2		3.85425
1.734		0.22		3.35307
1.734		0.24		3.61036
1.734		0.26		3.85313
1.734		0.28		3.30029
1.734		0.3		3.86451
1.734		0.32		2.91458
1.734		0.34		3.53146
1.734		0.36		3.36031
1.734		0.38		3.65502
1.734		0.4		3.78151
1.734		0.42		3.20467
1.734		0.44		3.7921
1.734		0.46		3.49081
1.734		0.48		4.14739
1.734		0.5		4.19224
1.734		0.52		4.48016
1.734		0.54		3.91057
1.734		0.56		3.14609
1.734		0.58		3.92698
1.734		0.6		4.55576
1.734		0.62		4.04107
1.734		0.64		4.4362
1.734		0.66		4.02649
1.734		0.68		5.3826
1.734		0.7		4.01609
1.734		0.72		4.65661
1.734		0.74		5.28654
1.734		0.76		5.04908
1.734		0.78		5.60601
1.734		0.8		6.29113
1.734		0.82		6.3575
1.734		0.84		6.54234
1.734		0.86		5.73345
1.734		0.88		6.37366
1.734		0.9		6.69657
1.734		0.92		5.17542
1.734		0.94		6.50917
1.734		0.96		7.19148
1.734		0.98		7.48963
1.734		1		7.22
1.734		1.02		7.25383
1.734		1.04		7.0612
1.734		1.06		8.34811
1.734		1.08		7.63622
1.734		1.1		8.33128
1.734		1.12		9.26346
1.734		1.14		9.27509
1.734		1.16		8.12997
1.734		1.18		10.149
1.734		1.2		9.64518
1.734		1.22		8.64152
1.734		1.24		11.6313
1.734		1.26		10.5399
1.734		1.28		13.8534
1.734		1.3		12.2488
1.734		1.32		12.5692
1.734		1.34		11.4593
1.734		1.36		12.4575
1.734		1.38		14.0679
1.734		1.4		16.9835
1.734		1.42		14.8391
1.734		1.44		15.7175
1.734		1.46		14.377
1.734		1.48		14.7
1.734		1.5		16.7721
1.734		1.52		18.1342
1.734		1.54		15.2736
1.734		1.56		17.7919
1.734		1.58		16.5236
1.734		1.6		19.7791
1.734		1.62		20.2722
1.734		1.64		18.9099
1.734		1.66		21.9677
1.734		1.68		21.3347
1.734		1.7		20.5484
1.734		1.72		22.9572
1.734		1.74		22.6654
1.734		1.76		27.5808
1.734		1.78		26.9565
1.734		1.8		26.8731
1.734		1.82		28.8649
1.734		1.84		27.6361
1.734		1.86		27.5078
1.734		1.88		27.2934
1.734		1.9		31.5988
1.734		1.92		31.8836
1.734		1.94		32.2378
1.734		1.96		32.8321
1.734		1.98		33.4862
1.753		0		3.37528
1.753		0.02		2.69358
1.753		0.04		2.98045
1.753		0.06		3.71591
1.753		0.08		3.68798
1.753		0.1		3.24021
1.753		0.12		3.08341
1.753		0.14		3.08077
1.753		0.16		2.94708
1.753		0.18		3.26718
1.753		0.2		3.623
1.753		0.22		3.56686
1.753		0.24		3.47411
1.753		0.26		3.21607
1.753		0.28		3.76615
1.753		0.3		4.35242
1.753		0.32		4.18093
1.753		0.34		3.72504
1.753		0.36		3.98737
1.753		0.38		3.68201
1.753		0.4		3.42696
1.753		0.42		3.35548
1.753		0.44		3.72654
1.753		0.46		3.8372
1.753		0.48		3.677
1.753		0.5		4.7417
1.753		0.52		4.37257
1.753		0.54		3.71033
1.753		0.56		4.11763
1.753		0.58		4.30332
1.753		0.6		4.80985
1.753		0.62		4.45704
1.753		0.64		4.79728
1.753		0.66		4.08193
1.753		0.68		4.53456
1.753		0.7		4.69269
1.753		0.72		5.55427
1.753		0.74		4.6098
1.753		0.76		5.67393
1.753		0.78		6.93014
1.753		0.8		5.49713
1.753		0.82		6.59619
1.753		0.84		5.82685
1.753		0.86		5.84878
1.753		0.88		7.16902
1.753		0.9		7.02852
1.753		0.92		6.6615
1.753		0.94		8.35629
1.753		0.96		8.25298
1.753		0.98		8.17412
1.753		1		7.60128
1.753		1.02		8.0061
1.753		1.04		8.02425
1.753		1.06		8.01008
1.753		1.08		9.33279
1.753		1.1		8.73727
1.753		1.12		8.22272
1.753		1.14		10.195
1.753		1.16		9.72355
1.753		1.18		11.1688
1.753		1.2		10.6638
1.753		1.22		12.2234
1.753		1.24		12.2982
1.753		1.26		11.466
1.753		1.28		13.0273
1.753		1.3		11.3145
1.753		1.32		11.686
1.753		1.34		11.0964
1.753		1.36		14.8632
1.753		1.38		13.2135
1.753		1.4		13.421
1.753		1.42		17
1.753		1.44		14.4081
1.753		1.46		15.7579
1.753		1.48		18.1016
1.753		1.5		18.4696
1.753		1.52		15.4048
1.753		1.54		21.7174
1.753		1.56		21.73
1.753		1.58		19.2654
1.753		1.6		21.1229
1.753		1.62		19.8047
1.753		1.64		18.1558
1.753		1.66		20.0885
1.753		1.68		21.794
1.753		1.7		24.57
1.753		1.72		23.9339
1.753		1.74		23.6276
1.753		1.76		24.9902
1.753		1.78		25.7735
1.753		1.8		25.7464
1.753		1.82		24.4258
1.753		1.84		28.3714
1.753		1.86		29.0617
1.753		1.88		31.5993
1.753		1.9		30.7604
1.753		1.92		31.5147
1.753		1.94		30.3888
1.753		1.96		32.7981
1.753		1.98		29.9571
1.772		0		3.2462
1.772		0.02		3.02164
1.772		0.04		3.3995
1.772		0.06		2.98247
1.772		0.08		4.58403
1.772		0.1		4.24132
1.772		0.12		4.32077
1.772		0.14		4.54272
1.772		0.16		4.41789
1.772		0.18		3.49599
1.772		0.2		4.58973
1.772		0.22		3.81449
1.772		0.24		3.80931
1.772		0.26		4.02584
1.772		0.28		3.40743
1.772		0.3		3.78747
1.772		0.32		4.12227
1.772		0.34		4.27298
1.772		0.36		4.12851
1.772		0.38		3.89308
1.772		0.4		4.16954
1.772		0.42		3.87585
1.772		0.44		3.71633
1.772		0.46		4.09639
1.772		0.48		4.50515
1.772		0.5		3.7786
1.772		0.52		5.78974
1.772		0.54		4.63161
1.772		0.56		4.42714
1.772		0.58		4.96337
1.772		0.6		5.50484
1.772		0.62		4.28022
1.772		0.64		4.91608
1.772		0.66		4.7401
1.772		0.68		5.59622
1.772		0.7		4.90245
1.772		0.72		4.9092
1.772		0.74		5.53613
1.772		0.76		7.3848
1.772		0.78		5.73595
1.772		0.8		6.01542
1.772		0.82		5.53969
1.772		0.84		6.42395
1.772		0.86		7.7404
1.772		0.88		6.87704
1.772		0.9		7.80246
1.772		0.92		7.24979
1.772		0.94		6.90714
1.772		0.96		7.54767
1.772		0.98		7.16011
1.772		1		7.13204
1.772		1.02		7.98368
1.772		1.04		10.0116
1.772		1.06		8.53174
1.772		1.08		10.5694
1.772		1.1		10.5333
1.772		1.12		9.42867
1.772		1.14		12.6535
1.772		1.16		9.47275
1.772		1.18		9.28155
1.772		1.2		10.9826
1.772		1.22		12.1071
1.772		1.24		12.5504
1.772		1.26		12.0901
1.772		1.28		12.4111
1.772		1.3		12.1637
1.772		1.32		14.1697
1.772		1.34		13.9297
1.772		1.36		14.356
1.772		1.38		12.8578
1.772		1.4		15.4784
1.772		1.42		14.4671
1.772		1.44		16.2877
1.772		1.46		15.2917
1.772		1.48		15.1333
1.772		1.5		14.9202
1.772		1.52		17.8376
1.772		1.54		17.0453
1.772		1.56		19.7369
1.772		1.58		18.5937
1.772		1.6		19.624
1.772		1.62		21.0372
1.772		1.64		21.2582
1.772		1.66		23.2653
1.772		1.68		23.1204
1.772		1.7		22.4152
1.772		1.72		26.3721
1.772		1.74		26.0654
1.772		1.76		29.7611
1.772		1.78		27.9086
1.772		1.8		29.5444
1.772		1.82		29.6864
1.772		1.84		25.2778
1.772		1.86		26.9903
1.772		1.88		29.6661
1.772		1.9		34.0789
1.772		1.92		35.221
1.772		1.94		38.4687
1.772		1.96		35.6698
1.772		1.98		36.5258
1.791		0		4.02597
1.791		0.02		4.41043
1.791		0.04		3.68032
1.791		0.06		4.35342
1.791		0.08		3.99825
1.791		0.1		3.92524
1.791		0.12		4.09618
1.791		0.14		5.00893
1.791		0.16		3.80565
1.791		0.18		4.04012
1.791		0.2		2.95082
1.791		0.22		3.46187
1.791		0.24		3.84857
1.791		0.26		3.39087
1.791		0.28		4.77302
1.791		0.3		4.2766
1.791		0.32		3.91551
1.791		0.34		3.05895
1.791		0.36		4.14673
1.791		0.38		4.8959
1.791		0.4		3.66197
1.791		0.42		4.28876
1.791		0.44		4.05672
1.791		0.46		4.90361
1.791		0.48		4.57143
1.791		0.5		4.27045
1.791		0.52		5.25616
1.791		0.54		5.08283
1.791		0.56		5.37132
1.791		0.58		5.189
1.791		0.6		3.93144
1.791		0.62		4.54595
1.791		0.64		5.56127
1.791		0.66		5.85705
1.791		0.68		4.56009
1.791		0.7		6.01206
1.791		0.72		6.84644
1.791		0.74		6.80403
1.791		0.76		6.39522
1.791		0.78		7.03444
1.791		0.8		6.62353
1.791		0.82		6.4081
1.791		0.84		7.37111
1.791		0.86		7.15358
1.791		0.88		6.4973
1.791		0.9		6.7214
1.791		0.92		6.89757
1.791		0.94		7.61601
1.791		0.96		7.7384
1.791		0.98		7.45628
1.791		1		8.64118
1.791		1.02		8.24634
1.791		1.04		8.93933
1.791		1.06		8.86413
1.791		1.08		9.02733
1.791		1.1		9.08251
1.791		1.12		10.7936
1.791		1.14		10.3758
1.791		1.16		10.274
1.791		1.18		11.8113
1.791		1.2		13.2092
1.791		1.22		10.8101
1.791		1.24		11.8635
1.791		1.26		11.659
1.791		1.28		12.0246
1.791		1.3		13.1289
1.791		1.32		14.775
1.791		1.34		12.2131
1.791		1.36		13.9818
1.791		1.38		16.4354
1.791		1.4		15.6636
1.791		1.42		16.423
1.791		1.44		16.0314
1.791		1.46		17.4324
1.791		1.48		15.6434
1.791		1.5		13.2944
1.791		1.52		20.7335
1.791		1.54		19.4579
1.791		1.56		19.6768
1.791		1.58		19.6726
1.791		1.6		19.6717
1.791		1.62		19.5879
1.791		1.64		21.4197
1.791		1.66		23.0642
1.791		1.68		21.5338
1.791		1.7		24.7652
1.791		1.72		25.1946
1.791		1.74		27.0243
1.791		1.76		25.0083
1.791		1.78		28.4698
1.791		1.8		30.6541
1.791		1.82		31.8032
1.791		1.84		30.2357
1.791		1.86		29.0422
1.791		1.88		31.979
1.791		1.9		30.5844
1.791		1.92		31.6733
1.791		1.94		34.0151
1.791		1.96		36.6474
1.791		1.98		38.6262
1.81		0		3.80808
1.81		0.02		4.00941
1.81		0.04		3.72107
1.81		0.06		3.50077
1.81		0.08		3.82341
1.81		0.1		4.30954
1.81		0.12		4.7884
1.81		0.14		4.15983
1.81		0.16		3.89307
1.81		0.18		4.39977
1.81		0.2		4.67993
1.81		0.22		5.37756
1.81		0.24		5.64778
1.81		0.26		3.95999
1.81		0.28		3.92279
1.81		0.3		3.8056
1.81		0.32		4.21703
1.81		0.34		4.92238
1.81		0.36		4.34147
1.81		0.38		4.26994
1.81		0.4		5.00633
1.81		0.42		3.92478
1.81		0.44		4.74559
1.81		0.46		5.23058
1.81		0.48		4.78709
1.81		0.5		5.44946
1.81		0.52		4.88807
1.81		0.54		5.09933
1.81		0.56		6.16737
1.81		0.58		6.34195
1.81		0.6		6.7093
1.81		0.62		5.1162
1.81		0.64		5.58231
1.81		0.66		4.67781
1.81		0.68		5.14033
1.81		0.7		6.57161
1.81		0.72		7.04366
1.81		0.74		5.92602
1.81		0.76		7.01624
1.81		0.78		6.82076
1.81		0.8		7.06175
1.81		0.82		7.72015
1.81		0.84		7.53675
1.81		0.86		8.21463
1.81		0.88		7.80553
1.81		0.9		8.90922
1.81		0.92		7.42166
1.81		0.94		6.92613
1.81		0.96		9.69625
1.81		0.98		8.81137
1.81		1		8.48033
1.81		1.02		9.55737
1.81		1.04		9.40965
1.81		1.06		10.4133
1.81		1.08		10.2608
1.81		1.1		9.97051
1.81		1.12		10.631
1.81		1.14		10.8973
1.81		1.16		11.2519
1.81		1.18		10.3553
1.81		1.2		10.6605
1.81		1.22		12.8821
1.81		1.24		12.8462
1.81		1.26		12.413
1.81		1.28		11.9637
1.81		1.3		12.9692
1.81		1.32		16.1529
1.81		1.34		14.3131
1.81		1.36		14.6864
1.81		1.38		14.3826
1.81		1.4		16.4662
1.81		1.42		14.4671
1.81		1.44		16.7956
1.81		1.46		17.8306
1.81		1.48		15.1775
1.81		1.5		17.8665
1.81		1.52		18.7317
1.81		1.54		19.167
1.81		1.56		19.4254
1.81		1.58		25.6961
1.81		1.6		20.3647
1.81		1.62		19.1405
1.81		1.64		26.5966
1.81		1.66		23.2904
1.81		1.68		26.0554
1.81		1.7		23.7483
1.81		1.72		25.8691
1.81		1.74		24.0685
1.81		1.76		27.578
1.81		1.78		30.5613
1.81		1.8		26.113
1.81		1.82		27.8385
1.81		1.84		30.4032
1.81		1.86		29.9495
1.81		1.88		33.2418
1.81		1.9		36.658
1.81		1.92		28.6696
1.81		1.94		37.7714
1.81		1.96		32.8027
1.81		1.98		42.6421
1.829		0		3.72783
1.829		0.02		4.9214
1.829		0.04		4.30837
1.829		0.06		5.09779
1.829		0.08		4.04781
1.829		0.1		4.40999
1.829		0.12		4.43321
1.829		0.14		3.9225
1.829		0.16		3.32848
1.829		0.18		3.80216
1.829		0.2		3.93798
1.829		0.22		3.87261
1.829		0.24		4.80277
1.829		0.26		5.0811
1.829		0.28		5.48727
1.829		0.3		4.88484
1.829		0.32		5.50842
1.829		0.34		3.83475
1.829		0.36		4.39808
1.829		0.38		5.39186
1.829		0.4		4.30174
1.829		0.42		4.86056
1.829		0.44		5.17531
1.829		0.46		5.33686
1.829		0.48		4.48666
1.829		0.5		4.75015
1.829		0.52		4.95664
1.829		0.54		6.36427
1.829		0.56		5.12516
1.829		0.58		5.21174
1.829		0.6		6.3657
1.829		0.62		5.8631
1.829		0.64		5.37534
1.829		0.66		5.44034
1.829		0.68		5.69169
1.829		0.7		6.23798
1.829		0.72		6.21451
1.829		0.74		6.77399
1.829		0.76		5.72013
1.829		0.78		7.96677
1.829		0.8		6.81732
1.829		0.82		7.61837
1.829		0.84		7.87584
1.829		0.86		8.09746
1.829		0.88		7.35602
1.829		0.9		8.16387
1.829		0.92		7.66147
1.829		0.94		8.40472
1.829		0.96		8.11261
1.829		0.98		8.78991
1.829		1		8.77854
1.829		1.02		10.4081
1.829		1.04		10.0586
1.829		1.06		9.32234
1.829		1.08		10.0116
1.829		1.1		11.8648
1.829		1.12		11.5702
1.829		1.14		10.1612
1.829		1.16		10.3847
1.829		1.18		11.6498
1.829		1.2		12.7495
1.829		1.22		13.0185
1.829		1.24		10.9932
1.829		1.26		15.9489
1.829		1.28		13.6964
1.829		1.3		13.4467
1.829		1.32		14.1569
1.829		1.34		14.6882
1.829		1.36		13.7833
1.829		1.38		16.1853
1.829		1.4		16.761
1.829		1.42		15.6422
1.829		1.44		17.4709
1.829		1.46		17.1897
1.829		1.48		18.1302
1.829		1.5		18.7384
1.829		1.52		18.3163
1.829		1.54		19.6742
1.829		1.56		17.5746
1.829		1.58		25.1503
1.829		1.6		19.6061
1.829		1.62		20.6226
1.829		1.64		20.8521
1.829		1.66		24.6227
1.829		1.68		25.2769
1.829		1.7		23.5585
1.829		1.72		25.3136
1.829		1.74		26.3426
1.829		1.76		29.3384
1.829		1.78		28.3807
1.829		1.8		28.1053
1.829		1.82		36.9881
1.829		1.84		29.1835
1.829		1.86		34.286
1.829		1.88		33.157
1.829		1.9		37.7969
1.829		1.92		35.2306
1.829		1.94		34.227
1.829		1.96		41.909
1.829		1.98		34.1499
1.848		0		4.24316
1.848		0.02		4.86779
1.848		0.04		4.14953
1.848		0.06		4.22072
1.848		0.08		4.50003
1.848		0.1		4.61137
1.848		0.12		3.80249
1.848		0.14		5.4271
1.848		0.16		5.46755
1.848		0.18		4.85263
1.848		0.2		4.11555
1.848		0.22		4.12224
1.848		0.24		4.23263
1.848		0.26		5.16889
1.848		0.28		4.84851
1.848		0.3		4.89562
1.848		0.32		4.8934
1.848		0.34		5.19873
1.848		0.36		4.80333
1.848		0.38		5.06764
1.848		0.4		4.51825
1.848		0.42		4.85167
1.848		0.44		5.11202
1.848		0.46		4.96917
1.848		0.48		4.98016
1.848		0.5		5.86209
1.848		0.52		5.37638
1.848		0.54		5.2998
1.848		0.56		6.05993
1.848		0.58		6.68742
1.848		0.6		6.71376
1.848		0.62		6.09485
1.848		0.64		6.30068
1.848		0.66		6.45108
1.848		0.68		6.67819
1.848		0.7		6.13459
1.848		0.72		6.36681
1.848		0.74		6.77779
1.848		0.76		7.43419
1.848		0.78		7.35484
1.848		0.8		7.20961
1.848		0.82		7.52322
1.848		0.84		8.65491
1.848		0.86		8.52969
1.848		0.88		6.8344
1.848		0.9		9.53417
1.848		0.92		9.75958
1.848		0.94		9.97507
1.848		0.96		10.2078
1.848		0.98		10.1827
1.848		1		9.62311
1.848		1.02		9.19558
1.848		1.04		11.148
1.848		1.06		10.2657
1.848		1.08		10.0789
1.848		1.1		11.1929
1.848		1.12		11.9162
1.848		1.14		11.0703
1.848		1.16		15.0038
1.848		1.18		11.1114
1.848		1.2		13.3381
1.848		1.22		11.4447
1.848		1.24		12.439
1.848		1.26		13.2951
1.848		1.28		14.562
1.848		1.3		13.5563
1.848		1.32		17.2662
1.848		1.34		17.0724
1.848		1.36		16.6001
1.848		1.38		16.9226
1.848		1.4		15.4952
1.848		1.42		17.2552
1.848		1.44		17.0032
1.848		1.46		18.1967
1.848		1.48		16.2878
1.848		1.5		18.2343
1.848		1.52		17.4611
1.848		1.54		19.7129
1.848		1.56		23.2841
1.848		1.58		23.6022
1.848		1.6		21.7826
1.848		1.62		22.6079
1.848		1.64		20.4374
1.848		1.66		28.1948
1.848		1.68		27.6644
1.848		1.7		26.2768
1.848		1.72		24.0917
1.848		1.74		28.2218
1.848		1.76		30.1342
1.848		1.78		31.2009
1.848		1.8		28.6669
1.848		1.82		29.8889
1.848		1.84		32.2612
1.848		1.86		33.4162
1.848		1.88		33.4963
1.848		1.9		32.3744
1.848		1.92		36.0285
1.848		1.94		34.8554
1.848		1.96		36.9671
1.848		1.98		38.1794
1.867		0		4.49667
1.867		0.02		4.80647
1.867		0.04		3.90637
1.867		0.06		4.24493
1.867		0.08		5.02037
1.867		0.1		5.14771
1.867		0.12		4.96755
1.867		0.14		4.39364
1.867		0.16		5.49786
1.867		0.18		5.54348
1.867		0.2		5.23863
1.867		0.22		4.41356
1.867		0.24		5.34972
1.867		0.26		5.17518
1.867		0.28		4.87766
1.867		0.3		5.41337
1.867		0.32		6.1765
1.867		0.34		5.10603
1.867		0.36		5.17371
1.867		0.38		6.20011
1.867		0.4		6.16595
1.867		0.42		5.90599
1.867		0.44		5.47093
1.867		0.46		5.41869
1.867		0.48		5.8355
1.867		0.5		5.19246
1.867		0.52		6.10914
1.867		0.54		5.72673
1.867		0.56		6.27093
1.867		0.58		6.76623
1.867		0.6		5.76325
1.867		0.62		6.03784
1.867		0.64		5.6658
1.867		0.66		7.15675
1.867		0.68		6.5066
1.867		0.7		7.88515
1.867		0.72		7.81185
1.867		0.74		7.44917
1.867		0.76		7.04405
1.867		0.78		7.29003
1.867		0.8		8.04145
1.867		0.82		7.53017
1.867		0.84		7.95964
1.867		0.86		8.75301
1.867		0.88		7.61706
1.867		0.9		9.0222
1.867		0.92		9.95364
1.867		0.94		9.62653
1.867		0.96		9.86107
1.867		0.98		9.23158
1.867		1		9.10751
1.867		1.02		9.27424
1.867		1.04		11.3407
1.867		1.06		9.69644
1.867		1.08		12.6202
1.867		1.1		10.0996
1.867		1.12		11.3227
1.867		1.14		11.6807
1.867		1.16		12.1763
1.867		1.18		13.5616
1.867		1.2		11.9645
1.867		1.22		14.2554
1.867		1.24		12.5356
1.867		1.26		13.3081
1.867		1.28		14.2676
1.867		1.3		14.2262
1.867		1.32		16.6541
1.867		1.34		15.2086
1.867		1.36		14.738
1.867		1.38		14.4652
1.867		1.4		16.8327
1.867		1.42		14.4043
1.867		1.44		20.1551
1.867		1.46		17.7591
1.867		1.48		17.3395
1.867		1.5		19.5321
1.867		1.52		19.5585
1.867		1.54		21.7402
1.867		1.56		19.3254
1.867		1.58		27.5553
1.867		1.6		22.8797
1.867		1.62		21.8409
1.867		1.64		23.6868
1.867		1.66		27.1656
1.867		1.68		28.7158
1.867		1.7		27.537
1.867		1.72		25.9144
1.867		1.74		28.5593
1.867		1.76		27.4635
1.867		1.78		26.4916
1.867		1.8		37.5315
1.867		1.82		32.5919
1.867		1.84		31.418
1.867		1.86		32.7452
1.867		1.88		35.8453
1.867		1.9		35.8186
1.867		1.92		36.0896
1.867		1.94		35.6024
1.867		1.96		38.1689
1.867		1.98		36.0742
1.886		0		4.44815
1.886		0.02		4.86281
1.886		0.04		5.13718
1.886		0.06		4.5242
1.886		0.08		5.89896
1.886		0.1		5.67794
1.886		0.12		4.94906
1.886		0.14		4.3431
1.886		0.16		5.23108
1.886		0.18		5.15449
1.886		0.2		5.669
1.886		0.22		5.68178
1.886		0.24		6.04217
1.886		0.26		5.93296
1.886		0.28		5.76135
1.886		0.3		4.5883
1.886		0.32		4.17762
1.886		0.34		5.41425
1.886		0.36		6.08978
1.886		0.38		5.73449
1.886		0.4		5.47816
1.886		0.42		6.13755
1.886		0.44		5.84048
1.886		0.46		5.27437
1.886		0.48		5.66021
1.886		0.5		6.56445
1.886		0.52		5.57279
1.886		0.54		5.77098
1.886		0.56		6.3505
1.886		0.58		6.46266
1.886		0.6		6.30445
1.886		0.62		7.65233
1.886		0.64		6.58952
1.886		0.66		8.13193
1.886		0.68		8.00017
1.886		0.7		7.1463
1.886		0.72		7.46889
1.886		0.74		7.0751
1.886		0.76		8.14517
1.886		0.78		8.7665
1.886		0.8		7.70091
1.886		0.82		9.34238
1.886		0.84		9.46093
1.886		0.86		8.33465
1.886		0.88		8.99427
1.886		0.9		8.37619
1.886		0.92		10.2681
1.886		0.94		9.43371
1.886		0.96		8.45087
1.886		0.98		9.46037
1.886		1		10.3713
1.886		1.02		9.14484
1.886		1.04		11.4837
1.886		1.06		10.8667
1.886		1.08		11.9802
1.886		1.1		11.0589
1.886		1.12		11.3736
1.886		1.14		13.3855
1.886		1.16		10.9896
1.886		1.18		11.9775
1.886		1.2		12.7324
1.886		1.22		17.5601
1.886		1.24		14.706
1.886		1.26		12.8623
1.886		1.28		13.563
1.886		1.3		13.6251
1.886		1.32		16.0851
1.886		1.34		19.172
1.886		1.36		15.6938
1.886		1.38		15.6256
1.886		1.4		17.1447
1.886		1.42		18.2306
1.886		1.44		19.252
1.886		1.46		20.6508
1.886		1.48		21.4246
1.886		1.5		22.5866
1.886		1.52		20.0991
1.886		1.54		18.8083
1.886		1.56		21.6661
1.886		1.58		24.6625
1.886		1.6		22.2428
1.886		1.62		25.6135
1.886		1.64		23.6274
1.886		1.66		27.2014
1.886		1.68		27.4022
1.886		1.7		27.7642
1.886		1.72		24.8222
1.886		1.74		26.5921
1.886		1.76		33.2912
1.886		1.78		27.4963
1.886		1.8		28.5487
1.886		1.82		31.4256
1.886		1.84		34.0846
1.886		1.86		32.9233
1.886		1.88		40.4375
1.886		1.9		35.9899
1.886		1.92		34.1155
1.886		1.94		37.305
1.886		1.96		39.5732
1.886		1.98		35.4915
1.905		0		5.68877
1.905		0.02		5.09455
1.905		0.04		4.87286
1.905		0.06		4.86254
1.905		0.08		6.30843
1.905		0.1		5.75025
1.905		0.12		5.57045
1.905		0.14		5.99883
1.905		0.16		5.10533
1.905		0.18		5.93451
1.905		0.2		5.37287
1.905		0.22		5.0948
1.905		0.24		6.25175
1.905		0.26		6.23128
1.905		0.28		5.20997
1.905		0.3		5.86687
1.905		0.32		4.5855
1.905		0.34		5.69121
1.905		0.36		6.73795
1.905		0.38		6.31195
1.905		0.4		6.2164
1.905		0.42		5.89735
1.905		0.44		6.24699
1.905		0.46		7.49385
1.905		0.48		6.85267
1.905		0.5		5.96591
1.905		0.52		7.16603
1.905		0.54		6.71003
1.905		0.56		6.09518
1.905		0.58		5.44291
1.905		0.6		6.77797
1.905		0.62		6.64023
1.905		0.64		7.20864
1.905		0.66		6.79088
1.905		0.68		7.09087
1.905		0.7		8.52073
1.905		0.72		6.99073
1.905		0.74		8.80603
1.905		0.76		8.34182
1.905		0.78		9.45217
1.905		0.8		8.89866
1.905		0.82		8.96978
1.905		0.84		8.27719
1.905		0.86		9.72034
1.905		0.88		10.0768
1.905		0.9		11.2864
1.905		0.92		9.66703
1.905		0.94		10.4366
1.905		0.96		8.73836
1.905		0.98		11.5293
1.905		1		10.9665
1.905		1.02		10.1345
1.905		1.04		10.7298
1.905		1.06		11.9412
1.905		1.08		11.7169
1.905		1.1		13.2402
1.905		1.12		10.5531
1.905		1.14		12.8254
1.905		1.16		12.7213
1.905		1.18		13.5125
1.905		1.2		11.7616
1.905		1.22		13.8908
1.905		1.24		15.8523
1.905		1.26		15.7029
1.905		1.28		16.6015
1.905		1.3		18.4573
1.905		1.32		16.6048
1.905		1.34		16.8336
1.905		1.36		16.8418
1.905		1.38		16.6839
1.905		1.4		19.7732
1.905		1.42		19.4471
1.905		1.44		19.0408
1.905		1.46		18.8307
1.905		1.48		21.2516
1.905		1.5		19.9508
1.905		1.52		25.3633
1.905		1.54		21.9216
1.905		1.56		20.0492
1.905		1.58		23.8061
1.905		1.6		27.9624
1.905		1.62		25.66
1.905		1.64		24.7239
1.905		1.66		29.7471
1.905		1.68		24.7782
1.905		1.7		26.2267
1.905		1.72		25.8722
1.905		1.74		29.488
1.905		1.76		34.3792
1.905		1.78		32.1066
1.905		1.8		30.0158
1.905		1.82		33.3597
1.905		1.84		33.3565
1.905		1.86		32.7245
1.905		1.88		39.0135
1.905		1.9		36.8137
1.905		1.92		38.9004
1.905		1.94		38.3325
1.905		1.96		35.3171
1.905		1.98		43.8164
1.924		0		6.78245
1.924		0.02		5.49276
1.924		0.04		5.68715
1.924		0.06		5.11438
1.924		0.08		5.75927
1.924		0.1		5.58757
1.924		0.12		5.12738
1.924		0.14		4.49669
1.924		0.16		5.09888
1.924		0.18		4.86663
1.924		0.2		6.57635
1.924		0.22		7.39279
1.924		0.24		6.86792
1.924		0.26		5.59966
1.924		0.28		6.53502
1.924		0.3		6.56638
1.924		0.32		5.80449
1.924		0.34		6.54493
1.924		0.36		5.71505
1.924		0.38		6.6294
1.924		0.4		6.89077
1.924		0.42		5.80808
